"rules","support","confidence","coverage","lift","count"
"{RED SPOTTY CHARLOTTE BAG} => {STRAWBERRY CHARLOTTE BAG}",0.022511282187417,0.410058027079304,0.0548977966551633,11.391508761119,424
"{VINTAGE HEADS AND TAILS CARD GAME} => {VINTAGE SNAP CARDS}",0.0235731351207858,0.595973154362416,0.0395540217679851,11.2363907531693,444
"{VINTAGE SNAP CARDS} => {VINTAGE HEADS AND TAILS CARD GAME}",0.0235731351207858,0.444444444444444,0.053039554021768,11.2363907531693,444
"{CHARLOTTE BAG SUKI DESIGN} => {WOODLAND CHARLOTTE BAG}",0.0210777807273693,0.447576099210823,0.0470931775949031,11.0341568437642,397
"{WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}",0.0210777807273693,0.519633507853403,0.0405627820546854,11.0341568437642,397
"{SET/6 RED SPOTTY PAPER PLATES} => {SET/20 RED SPOTTY PAPER NAPKINS}",0.0173082028139103,0.689217758985201,0.0251128218741704,11.0198781752854,326
"{STRAWBERRY CHARLOTTE BAG} => {WOODLAND CHARLOTTE BAG}",0.0158747013538625,0.441002949852507,0.0359968144411999,10.872108063445,299
"{WOODLAND CHARLOTTE BAG} => {STRAWBERRY CHARLOTTE BAG}",0.0158747013538625,0.391361256544503,0.0405627820546854,10.872108063445,299
"{WOODEN PICTURE FRAME WHITE FINISH} => {82494L}",0.0320148659410672,0.640127388535032,0.0500132731616671,10.8522046472163,603
"{82494L} => {WOODEN PICTURE FRAME WHITE FINISH}",0.0320148659410672,0.542754275427543,0.0589859304486329,10.8522046472163,603
"{WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG , PINK/WHITE SPOTS}",0.020069020440669,0.494764397905759,0.0405627820546854,10.7857493455497,378
"{CHARLOTTE BAG , PINK/WHITE SPOTS} => {WOODLAND CHARLOTTE BAG}",0.020069020440669,0.4375,0.0458720467215291,10.7857493455497,378
"{CHARLOTTE BAG , PINK/WHITE SPOTS} => {CHARLOTTE BAG SUKI DESIGN}",0.0231483939474383,0.50462962962963,0.0458720467215291,10.7155570169944,436
"{CHARLOTTE BAG SUKI DESIGN} => {CHARLOTTE BAG , PINK/WHITE SPOTS}",0.0231483939474383,0.491544532130778,0.0470931775949031,10.7155570169944,436
"{CHARLOTTE BAG SUKI DESIGN} => {STRAWBERRY CHARLOTTE BAG}",0.0180514998672684,0.383314543404735,0.0470931775949031,10.6485684734929,340
"{STRAWBERRY CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}",0.0180514998672684,0.501474926253687,0.0359968144411999,10.6485684734929,340
"{PACK OF 60 PINK PAISLEY CAKE CASES,60 TEATIME FAIRY CAKE CASES} => {72 SWEETHEART FAIRY CAKE CASES}",0.0153437748871781,0.487352445193929,0.0314839394743828,10.5509003508364,289
"{WOODLAND CHARLOTTE BAG} => {RED SPOTTY CHARLOTTE BAG}",0.0231483939474383,0.570680628272251,0.0405627820546854,10.3953284656749,436
"{RED SPOTTY CHARLOTTE BAG} => {WOODLAND CHARLOTTE BAG}",0.0231483939474383,0.421663442940039,0.0548977966551633,10.3953284656749,436
"{FELTCRAFT BUTTERFLY HEARTS} => {FELTCRAFT 6 FLOWER FRIENDS}",0.0174143881072471,0.476052249637155,0.0365808335545527,10.3062576113975,328
"{FELTCRAFT 6 FLOWER FRIENDS} => {FELTCRAFT BUTTERFLY HEARTS}",0.0174143881072471,0.377011494252874,0.0461906026015397,10.3062576113975,328
