"rules","support","confidence","coverage","lift","count"
"{PACK OF 72 RETRO SPOT CAKE CASES,SWEETHEART CERAMIC TRINKET BOX,ANTIQUE SILVER TEA GLASS ETCHED} => {DOTCOM POSTAGE}",0.00514998672683833,0.97,0.00530926466684364,24.924897680764,97
"{RED SPOTTY CHARLOTTE BAG,LUNCH BAG RED SPOTTY,SWEETHEART CERAMIC TRINKET BOX} => {STRAWBERRY CERAMIC TRINKET BOX}",0.0050968940801699,0.96969696969697,0.00525617202017521,11.1639623620064,96
"{CHILDS GARDEN TROWEL PINK,CHILDRENS GARDEN GLOVES BLUE,CHILDRENS GARDEN GLOVES PINK} => {CHILDS GARDEN TROWEL BLUE}",0.0062649323068755,0.967213114754098,0.00647730289354924,70.8850545384959,118
"{POPPY'S PLAYHOUSE LIVINGROOM,POPPY'S PLAYHOUSE BATHROOM} => {POPPY'S PLAYHOUSE KITCHEN}",0.00913193522697106,0.966292134831461,0.00945049110698168,53.2167028057034,172
"{POPPY'S PLAYHOUSE BEDROOM,POPPY'S PLAYHOUSE BATHROOM} => {POPPY'S PLAYHOUSE KITCHEN}",0.00891956464029732,0.96551724137931,0.00923812052030794,53.1740270215769,168
"{STRAWBERRY CHARLOTTE BAG,RED SPOTTY CHARLOTTE BAG,SWEETHEART CERAMIC TRINKET BOX} => {STRAWBERRY CERAMIC TRINKET BOX}",0.00557472790018582,0.963302752293578,0.00578709848685957,11.0903467845046,105
"{CHILDS GARDEN FORK PINK,CHILDRENS GARDEN GLOVES BLUE} => {CHILDRENS GARDEN GLOVES PINK}",0.00546854260684895,0.962616822429907,0.0056809131935227,68.1612325205537,103
"{CHILDS GARDEN FORK PINK,CHILDRENS GARDEN GLOVES BLUE} => {CHILDS GARDEN TROWEL PINK}",0.00546854260684895,0.962616822429907,0.0056809131935227,67.4010700760866,103
"{CHILDS GARDEN FORK PINK,CHILDRENS GARDEN GLOVES PINK} => {CHILDS GARDEN TROWEL PINK}",0.00679585877355986,0.962406015037594,0.00706132200690204,67.3863096402717,128
"{WOODLAND CHARLOTTE BAG,RED SPOTTY CHARLOTTE BAG,SWEETHEART CERAMIC TRINKET BOX} => {STRAWBERRY CERAMIC TRINKET BOX}",0.00541544996018052,0.962264150943396,0.00562782054685426,11.0783895372976,102
"{CHILDS GARDEN TROWEL PINK,CHILDS GARDEN FORK BLUE,CHILDRENS GARDEN GLOVES PINK} => {CHILDS GARDEN FORK PINK}",0.00536235731351208,0.961904761904762,0.00557472790018582,82.7282017829963,101
